,empty_rows,rows,num_ratio,dollar_count,Table
171,24,64,0.2782608695652174,6,1
172,17,47,0.2441860465116279,6,1
173,14,38,0.23595505617977527,10,1
174,33,106,0.2023121387283237,2,1
175,14,38,0.23333333333333334,10,1
176,14,39,0.24705882352941178,10,1
177,14,39,0.2413793103448276,10,1
178,19,59,0.31896551724137934,6,1
179,17,52,0.2932330827067669,10,1
180,17,48,0.272,10,1
181,26,63,0.3007518796992481,10,1
182,26,78,0.35374149659863946,10,1
183,18,52,0.2872340425531915,7,1
184,17,53,0.3237410071942446,10,1
185,47,150,0.1551155115511551,3,1
186,12,37,0.2553191489361702,10,1
187,18,57,0.32116788321167883,8,1
188,26,88,0.34558823529411764,6,1
189,23,90,0.37373737373737376,7,1
190,12,33,0.32432432432432434,16,1
191,9,27,0.4074074074074074,0,1
192,85,207,0.48760330578512395,48,1
193,35,103,0.5,24,1
194,24,65,0.4351851851851852,24,1
195,19,72,0.29491525423728815,11,1
196,28,88,0.23178807947019867,4,1
197,9,47,0.55,8,1
198,88,212,0.39375,43,1
199,41,154,0.48148148148148145,21,1
200,25,65,0.33540372670807456,22,1
201,6,37,0.46938775510204084,24,1
202,18,79,0.5190615835777126,7,1
203,39,143,0.5570032573289903,2,1
204,10,37,0.4479166666666667,7,1
205,4,19,0.59375,0,1
206,27,83,0.4808510638297872,1,1
207,20,101,0.20710059171597633,3,1
208,3,23,1.0,0,1
209,21,58,0.41847826086956524,4,1
210,9,31,0.496,3,1
211,2,15,0.7241379310344828,0,1
212,13,42,0.4124293785310734,5,1
213,1,15,0.7029702970297029,2,1
214,7,24,0.4594594594594595,3,1
215,40,111,0.5214899713467048,20,1
216,53,136,0.5074626865671642,22,1
217,36,103,0.1872791519434629,6,1
218,19,84,0.34156378600823045,12,1
219,20,71,0.42857142857142855,1,1
220,10,49,0.32599118942731276,0,1
221,12,33,0.3305084745762712,0,1
222,2,10,0.9459459459459459,0,1
223,14,78,0.43947858472998136,0,1
224,57,200,0.29777777777777775,0,1
225,28,68,0.3115942028985507,0,1
226,7,50,0.136986301369863,0,1
227,18,110,0.2791164658634538,0,1
228,45,159,0.2564102564102564,0,1
229,21,96,0.4938875305623472,24,1
230,18,46,0.1595744680851064,8,1
231,67,254,0.2802937576499388,1,1
232,110,400,0.12258064516129032,0,1
233,18,73,0.48,6,1
234,13,57,0.6216216216216216,7,1
235,23,64,0.3493975903614458,7,1
236,13,53,0.049868766404199474,5,1
237,8,49,0.06930693069306931,6,1
238,8,53,0.06906906906906907,1,1
239,16,60,0.17627118644067796,13,1
240,18,65,0.1130952380952381,9,1
241,15,49,0.09787234042553192,4,1
242,10,45,0.0782312925170068,2,1
243,17,68,0.15988372093023256,11,1
244,13,57,0.14786967418546365,15,1
245,14,58,0.18292682926829268,15,1
246,7,57,0.15925925925925927,2,1
247,8,50,0.05463182897862233,7,1
248,15,55,0.2283464566929134,9,1
249,15,61,0.33507853403141363,10,1
250,12,49,0.10655737704918032,2,1
251,13,58,0.12363636363636364,4,1
252,9,48,0.12949640287769784,7,1
253,12,50,0.14285714285714285,3,1
254,12,52,0.20921985815602837,7,1
255,13,54,0.18055555555555555,14,1
256,9,43,0.17120622568093385,6,1
257,35,83,0.18197278911564627,36,1
258,28,77,0.21223021582733814,49,1
259,12,63,0.11693548387096774,11,1
260,11,46,0.13506493506493505,8,1
261,11,60,0.12840466926070038,9,1
262,14,58,0.14347826086956522,11,1
263,12,45,0.4226190476190476,10,1
264,11,53,0.25,20,1
265,8,33,0.08620689655172414,5,1
266,74,204,0.40476190476190477,4,1
267,16,71,0.19243986254295534,14,1
268,16,58,0.20308483290488433,19,1
269,9,51,0.06433823529411764,2,1
270,9,44,0.07484407484407485,2,1
271,13,51,0.10410094637223975,0,1
272,16,62,0.17333333333333334,6,1
273,13,47,0.13389121338912133,11,1
274,23,70,0.15748031496062992,11,1
275,14,56,0.19090909090909092,13,1
276,12,53,0.05588822355289421,1,1
277,26,110,0.24691358024691357,5,1
278,14,55,0.08317214700193423,3,1
279,35,99,0.1590909090909091,6,1
280,20,66,0.13013698630136986,14,1
281,21,70,0.15129151291512916,14,1
282,12,55,0.20657276995305165,13,1
283,15,49,0.06440677966101695,6,1
284,25,77,0.3143939393939394,20,1
285,5,34,0.24186046511627907,16,1
286,11,52,0.18133333333333335,8,1
287,13,58,0.1437908496732026,7,1
288,48,157,0.38846153846153847,11,1
289,17,56,0.16055045871559634,11,1
290,18,59,0.0651685393258427,0,1
291,9,49,0.10077519379844961,9,1
292,26,77,0.29069767441860467,12,1
293,8,30,0.5398230088495575,3,1
294,18,70,0.11046511627906977,2,1
295,23,136,0.5294117647058824,3,1
296,12,98,0.5319148936170213,4,1
297,5,65,0.5173267326732673,4,1
298,8,117,0.5364077669902912,2,1
299,24,96,0.24870466321243523,6,1
300,15,129,0.5349887133182845,4,1
301,14,122,0.5093023255813953,4,1
302,15,116,0.5358090185676393,4,1
303,9,110,0.5161290322580645,2,1
304,25,112,0.4657534246575342,8,1
305,11,32,0.25555555555555554,6,1
306,8,41,0.04804804804804805,4,1
307,37,103,0.3176470588235294,8,1
308,33,95,0.23015873015873015,2,1
309,18,52,0.3125,6,1
310,14,82,0.3520408163265306,14,1
311,11,54,0.2734375,0,1
312,17,82,0.38114754098360654,6,1
313,18,126,0.3246753246753247,4,1
314,16,50,0.2980132450331126,8,1
315,25,96,0.3006134969325153,10,1
316,17,70,0.3505747126436782,4,1
317,24,81,0.19148936170212766,0,1
318,19,73,0.19166666666666668,4,1
319,26,75,0.20394736842105263,12,1
320,21,75,0.14634146341463414,8,1
321,10,38,0.3252032520325203,6,1
322,11,62,0.4730290456431535,9,1
323,31,91,0.4161849710982659,32,1
324,8,23,0.4153846153846154,10,1
325,2,7,1.0,10,1
326,15,68,0.5019455252918288,44,1
327,18,52,0.9432624113475178,42,1
328,25,58,0.4580152671755725,35,1
329,11,26,0.9846153846153847,35,1
330,31,106,0.5317460317460317,10,1
331,16,49,0.9926470588235294,10,1
332,10,34,0.39880952380952384,5,1
333,25,78,0.06451612903225806,17,1
334,4,19,0.6825396825396826,2,1
335,9,60,0.5980066445182725,1,1
336,6,46,0.9388646288209607,0,1
337,26,77,0.3657142857142857,6,1
338,6,27,0.5488721804511278,4,1
339,7,34,0.4476744186046512,6,1
340,5,21,0.6888888888888889,1,1
341,32,154,0.4166666666666667,3,1
342,32,79,0.391705069124424,30,1
343,6,29,0.432258064516129,2,1
344,11,30,0.05333333333333334,2,1
345,4,27,0.2824427480916031,0,1
346,10,32,0.5933333333333334,0,1
347,52,171,0.3826530612244898,0,1
348,42,136,0.9791666666666666,0,1
349,32,94,0.24705882352941178,0,1
350,27,74,0.9591836734693877,0,1
351,12,44,0.06060606060606061,0,1
352,15,47,0.8823529411764706,0,1
353,33,106,0.18229166666666666,8,1
354,12,62,0.16666666666666666,11,1
355,14,42,0.18181818181818182,4,1
356,15,50,0.05825242718446602,4,1
357,11,47,0.035211267605633804,2,1
358,14,61,0.2145748987854251,9,1
359,26,96,0.14785992217898833,5,1
360,15,60,0.05128205128205128,13,1
361,9,53,0.291970802919708,2,1
362,9,49,0.38207547169811323,7,1
363,10,51,0.1196808510638298,12,1
364,10,39,0.10714285714285714,8,1
365,19,59,0.11969111969111969,16,1
366,12,38,0.11585365853658537,4,1
367,21,68,0.33980582524271846,12,1
368,21,65,0.27325581395348836,18,1
369,20,68,0.22408026755852842,15,1
370,11,50,0.1,14,1
371,13,54,0.15789473684210525,13,1
372,21,63,0.3407821229050279,19,1
373,23,63,0.1712707182320442,6,1
374,12,44,0.25892857142857145,13,1
375,13,48,0.10476190476190476,3,1
376,22,81,0.2510822510822511,6,1
377,8,53,0.04355400696864112,3,1
378,12,56,0.10325047801147227,12,1
379,12,43,0.14479638009049775,5,1
380,28,107,0.46443514644351463,7,1
381,15,52,0.7441860465116279,7,1
382,4,20,0.22641509433962265,12,1
383,21,70,0.18125,11,1
384,26,70,0.18840579710144928,7,1
385,10,34,0.6236559139784946,23,1
386,25,85,0.18633540372670807,12,1
387,10,39,0.6666666666666666,21,1
388,21,77,0.1858974358974359,8,1
389,10,35,0.6813186813186813,21,1
390,27,90,0.20833333333333334,9,1
391,9,36,0.6336633663366337,18,1
392,21,79,0.17901234567901234,10,1
393,22,59,0.6371681415929203,20,1
394,19,77,0.20606060606060606,12,1
395,27,105,0.1783783783783784,2,1
396,16,45,0.7058823529411765,4,1
397,14,56,0.22297297297297297,5,1
398,17,48,0.625,10,1
399,27,91,0.2206896551724138,3,1
400,14,49,0.6774193548387096,7,1
401,26,85,0.2,3,1
402,14,49,0.6808510638297872,5,1
403,38,105,0.21379310344827587,3,1
404,14,49,0.6451612903225806,4,1
405,14,65,0.21621621621621623,3,1
406,6,43,0.3312883435582822,6,1
407,14,58,0.6956521739130435,10,1
408,23,68,0.2822085889570552,4,1
409,17,48,0.7837837837837838,1,1
410,48,131,0.4066390041493776,4,1
411,23,86,0.4117647058823529,4,1
412,74,188,0.3246268656716418,4,1
413,39,100,0.3849056603773585,4,1
414,24,88,0.4131944444444444,4,1
415,40,124,0.3900414937759336,1,1
416,52,158,0.3902439024390244,1,1
417,9,43,0.3795620437956204,10,1
418,23,88,0.3978102189781022,4,1
419,39,124,0.4105691056910569,7,1
420,35,96,0.38349514563106796,6,1
421,16,48,0.3233082706766917,7,1
422,14,40,0.6206896551724138,5,1
423,18,52,0.32142857142857145,7,1
424,16,45,0.6615384615384615,6,1
425,25,56,0.3023255813953488,6,1
426,15,41,0.6666666666666666,8,1
427,18,50,0.3037037037037037,8,1
428,23,73,0.3422818791946309,9,1
429,15,46,0.7313432835820896,8,1
430,25,56,0.30158730158730157,7,1
431,14,41,0.6612903225806451,7,1
432,18,49,0.2727272727272727,5,1
433,15,45,0.704225352112676,7,1
434,16,48,0.3262411347517731,8,1
435,21,56,0.7164179104477612,8,1
436,16,45,0.2764227642276423,7,1
437,15,43,0.6949152542372882,8,1
438,15,49,0.3310810810810811,8,1
439,24,68,0.08401084010840108,15,1
440,14,47,0.7,8,1
441,16,49,0.3380281690140845,8,1
442,15,41,0.6551724137931034,7,1
443,17,53,0.33121019108280253,9,1
444,16,48,0.6190476190476191,5,1
445,18,54,0.3310344827586207,8,1
446,15,42,0.703125,6,1
447,22,69,0.3380281690140845,7,1
448,30,96,0.3942857142857143,47,1
449,28,87,0.38620689655172413,47,1
450,3,27,0.13488372093023257,6,1
451,4,25,0.17142857142857143,2,1
452,9,32,0.16666666666666666,2,1
453,13,57,0.13013698630136986,4,1
454,4,21,0.2112676056338028,4,1
455,12,38,0.171875,2,1
456,14,42,0.030303030303030304,0,1
457,10,40,0.03169014084507042,3,1
458,9,35,0.049107142857142856,6,1
459,8,44,0.05475504322766571,3,1
460,10,49,0.038929440389294405,2,1
461,4,46,0.22340425531914893,7,1
462,22,62,0.10526315789473684,9,1
463,7,28,0.05429864253393665,4,1
464,30,79,0.32989690721649484,11,1
465,12,36,0.06190476190476191,4,1
466,17,57,0.22535211267605634,14,1
467,26,85,0.29961089494163423,15,1
468,12,45,0.12318840579710146,2,1
469,13,43,0.19902912621359223,10,1
470,9,48,0.048426150121065374,4,1
471,10,45,0.07534246575342465,7,1
472,17,50,0.15953307392996108,16,1
473,13,49,0.043010752688172046,1,1
474,14,74,0.5416666666666666,4,1
475,23,82,0.47297297297297297,3,1
476,22,67,0.35384615384615387,6,1
477,8,22,0.3076923076923077,4,1
478,7,24,0.1452991452991453,4,1
479,20,55,0.20512820512820512,11,1
480,38,85,0.6081081081081081,24,1
481,22,59,0.12403100775193798,10,1
482,18,42,0.6448598130841121,36,1
483,27,108,0.2222222222222222,2,1
484,24,62,0.1743119266055046,11,1
485,15,53,0.6717557251908397,41,1
486,28,76,0.22448979591836735,6,1
487,53,117,0.6904761904761905,14,1
488,28,79,0.1836734693877551,6,1
489,12,42,0.7007874015748031,16,1
490,27,88,0.22727272727272727,6,1
491,12,53,0.75,20,1
492,18,43,0.46153846153846156,24,1
493,10,54,0.36666666666666664,10,1
494,14,72,0.42081447963800905,24,1
495,20,49,0.04405286343612335,1,1
496,13,76,0.46875,12,1
497,12,40,0.033783783783783786,2,1
498,3,28,0.13488372093023257,6,1
499,4,24,0.16417910447761194,2,1
500,6,29,0.16666666666666666,2,1
501,24,73,0.12837837837837837,3,1
502,2,20,0.21333333333333335,4,1
503,3,21,0.15625,2,1
504,12,47,0.021212121212121213,1,1
505,6,32,0.03435114503816794,3,1
506,10,50,0.059322033898305086,9,1
507,8,48,0.06698564593301436,2,1
508,6,39,0.02203856749311295,0,1
509,3,49,0.2268370607028754,10,1
510,15,48,0.2073732718894009,14,1
511,24,61,0.26153846153846155,8,1
512,16,51,0.09090909090909091,6,1
513,16,53,0.2491349480968858,16,1
514,9,54,0.24127906976744187,18,1
515,19,59,0.2206405693950178,8,1
516,7,34,0.05537459283387622,6,1
517,12,51,0.09696969696969697,6,1
518,14,53,0.032448377581120944,1,1
519,5,33,0.04918032786885246,6,1
520,18,56,0.1423611111111111,15,1
521,12,73,0.5579710144927537,4,1
522,19,76,0.4808510638297872,4,1
523,20,61,0.36220472440944884,8,1
524,12,46,0.3,0,1
525,12,51,0.2876712328767123,2,1
526,20,57,0.21774193548387097,13,1
527,8,27,0.5625,32,1
528,7,39,0.1746031746031746,16,1
529,12,36,0.6391752577319587,37,1
530,24,69,0.22123893805309736,16,1
531,31,113,0.22839506172839505,2,1
532,26,59,0.5492957746478874,31,1
533,15,58,0.22560975609756098,8,1
534,16,42,0.6823529411764706,16,1
535,9,47,0.2389937106918239,8,1
536,22,52,0.7235772357723578,18,1
537,42,105,0.22058823529411764,6,1
538,11,52,0.7053571428571429,18,1
539,20,50,0.4383561643835616,28,1
540,26,70,0.13114754098360656,4,1
541,2,18,0.10909090909090909,3,1
542,18,70,0.37142857142857144,8,1
543,30,73,0.024539877300613498,1,1
544,13,69,0.4182692307692308,20,1
545,10,32,0.04405286343612335,2,1
546,11,72,0.4468864468864469,10,1
547,18,53,0.03389830508474576,1,1
548,3,22,0.2743362831858407,4,1
549,2,21,0.18461538461538463,2,1
550,13,42,0.3008849557522124,8,1
551,20,46,0.9322033898305084,13,1
552,12,39,0.5384615384615384,5,1
553,17,60,0.1345565749235474,22,1
554,8,42,0.38461538461538464,6,1
555,8,32,0.4931506849315068,3,1
556,11,34,0.4892086330935252,7,1
557,10,36,0.5,8,1
558,7,44,0.26424870466321243,3,1
559,12,44,0.1450980392156863,8,1
560,8,32,0.17391304347826086,2,1
561,9,24,0.9193548387096774,12,1
562,8,34,0.5540540540540541,1,1
563,9,33,0.22962962962962963,0,1
564,13,59,0.7738095238095238,0,1
565,54,196,0.43612334801762115,1,1
566,52,174,0.9150326797385621,0,1
567,6,48,0.42358078602620086,4,1
568,2,29,0.47342995169082125,5,1
569,7,34,0.6153846153846154,0,1
570,11,39,0.12244897959183673,1,1
571,2,20,0.21621621621621623,4,1
572,2,20,0.171875,2,1
573,12,54,0.018518518518518517,1,1
574,11,45,0.0462046204620462,7,1
575,8,46,0.0633245382585752,6,1
576,17,68,0.15555555555555556,11,1
577,8,48,0.02,0,1
578,2,45,0.21403508771929824,7,1
579,7,33,0.18128654970760233,10,1
580,25,67,0.3212121212121212,10,1
581,8,24,0.04132231404958678,1,1
582,17,57,0.28668941979522183,18,1
583,10,57,0.13755458515283842,13,1
584,13,51,0.12684365781710916,10,1
585,9,42,0.055288461538461536,1,1
586,12,41,0.07547169811320754,0,1
587,12,53,0.0951219512195122,0,1
588,18,63,0.20077220077220076,11,1
589,14,48,0.18725099601593626,22,1
590,8,47,0.08505154639175258,8,1
591,12,48,0.11498257839721254,11,1
592,11,47,0.036923076923076927,1,1
593,9,45,0.035175879396984924,5,1
594,12,75,0.558303886925795,4,1
595,42,127,0.47639484978540775,2,1
596,21,64,0.3543307086614173,7,1
597,49,130,0.24509803921568626,12,1
598,6,18,0.2916666666666667,4,1
599,23,63,0.06698564593301436,0,1
600,2,56,0.21287128712871287,2,1
601,5,18,0.2878787878787879,2,1
602,22,65,0.21341463414634146,8,1
603,22,52,0.6764705882352942,14,1
604,20,63,0.24022346368715083,10,1
605,20,48,0.6915887850467289,18,1
606,34,85,0.19463087248322147,8,1
607,14,40,0.6395348837209303,18,1
608,13,66,0.2823529411764706,10,1
609,15,48,0.2585034013605442,7,1
610,12,35,0.7051282051282052,14,1
611,10,57,0.35911602209944754,9,1
612,54,128,0.17424242424242425,5,1
613,13,42,0.7380952380952381,18,1
614,24,81,0.2714285714285714,0,1
615,12,37,0.7040816326530612,18,1
616,14,63,0.2980132450331126,9,1
617,16,50,0.34814814814814815,6,1
618,26,76,0.33098591549295775,7,1
619,14,43,0.3020833333333333,6,1
620,14,42,0.2857142857142857,6,1
621,14,42,0.2826086956521739,6,1
622,13,74,0.41700404858299595,8,1
623,14,40,0.26666666666666666,6,1
624,14,44,0.31,6,1
625,14,43,0.27956989247311825,6,1
626,14,42,0.28888888888888886,6,1
627,14,40,0.25882352941176473,6,1
628,14,44,0.31313131313131315,6,1
629,14,42,0.27586206896551724,6,1
630,14,43,0.27956989247311825,6,1
631,14,43,0.2777777777777778,6,1
632,14,43,0.27956989247311825,6,1
633,23,58,0.04583333333333333,0,1
634,14,43,0.30526315789473685,6,1
635,14,41,0.1518987341772152,6,1
636,14,42,0.2857142857142857,6,1
637,14,44,0.31313131313131315,6,1
638,14,43,0.30526315789473685,6,1
639,14,44,0.3163265306122449,6,1
640,14,44,0.3076923076923077,6,1
641,14,42,0.2826086956521739,6,1
642,14,44,0.3,6,1
643,14,42,0.29545454545454547,6,1
644,12,75,0.4368231046931408,10,1
645,14,44,0.31683168316831684,6,1
646,15,47,0.3017241379310345,6,1
647,15,53,0.3357142857142857,6,1
648,14,37,0.16,6,1
649,14,42,0.27586206896551724,6,1
650,13,39,0.189873417721519,6,1
651,12,33,0.4507042253521127,28,1
652,54,131,0.46218487394957986,0,1
653,56,133,0.47413793103448276,10,1
654,18,47,0.38571428571428573,16,1
655,16,52,0.037162162162162164,1,1
656,16,42,0.42045454545454547,16,1
657,11,30,0.9491525423728814,4,1
658,11,61,0.5203619909502263,11,1
659,18,54,0.9367816091954023,16,1
660,12,42,0.4017857142857143,8,1
661,14,33,0.9117647058823529,12,1
662,10,53,0.3300970873786408,16,1
663,12,34,0.9090909090909091,24,1
664,17,95,0.5571428571428572,3,1
665,14,59,0.9738219895287958,3,1
666,16,56,0.17352941176470588,7,1
667,10,61,0.1509433962264151,5,1
668,25,113,0.36666666666666664,8,1
669,19,63,0.254416961130742,8,1
670,16,56,0.25773195876288657,14,1
671,16,57,0.059369202226345084,0,1
672,17,59,0.05463182897862233,2,1
673,22,66,0.1305732484076433,3,1
674,9,51,0.09090909090909091,2,1
675,9,45,0.11418685121107267,2,1
676,6,30,0.2206896551724138,2,1
677,14,43,0.10266159695817491,13,1
678,18,70,0.2222222222222222,31,1
679,11,43,0.08064516129032258,4,1
680,14,66,0.4512820512820513,10,1
681,14,61,0.4678362573099415,9,1
682,10,39,0.08225108225108226,6,1
683,8,38,0.07667731629392971,6,1
684,15,64,0.1484848484848485,14,1
685,18,58,0.2145922746781116,11,1
686,18,77,0.38782051282051283,20,1
687,16,57,0.09578544061302682,12,1
688,8,41,0.1773049645390071,5,1
689,10,45,0.40969162995594716,10,1
690,22,52,0.42948717948717946,10,1
691,16,56,0.5270935960591133,18,1
692,9,48,0.13962264150943396,3,1
693,4,39,0.20114942528735633,3,1
694,7,41,0.22485207100591717,3,1
695,21,72,0.25485436893203883,24,1
696,17,65,0.18586387434554974,23,1
697,24,78,0.12352941176470589,10,1
698,18,62,0.10344827586206896,4,1
699,11,41,0.13076923076923078,6,1
700,12,53,0.1078838174273859,7,1
701,12,49,0.0705596107055961,1,1
702,11,36,0.05511811023622047,0,1
703,28,70,0.2054794520547945,0,1
704,15,63,0.12169312169312169,6,1
705,14,43,0.12043795620437957,10,1
706,15,51,0.06231454005934718,1,1
707,12,53,0.05473684210526316,0,1
708,15,54,0.04481792717086835,0,1
709,47,106,0.14732142857142858,2,1
710,12,54,0.058673469387755105,0,1
711,18,62,0.19215686274509805,9,1
712,26,80,0.19254658385093168,10,1
713,13,51,0.2210144927536232,16,1
714,30,89,0.28054298642533937,7,1
715,20,74,0.18971061093247588,6,1
716,15,54,0.05555555555555555,4,1
717,7,24,0.33695652173913043,3,1
718,6,15,0.14,0,1
719,13,46,0.12931034482758622,3,1
720,49,128,0.20675105485232068,5,1
721,11,50,0.12260536398467432,6,1
722,21,56,0.24169184290030213,30,1
723,36,90,0.34649122807017546,27,1
724,29,91,0.15942028985507245,1,1
725,15,55,0.42,12,1
726,36,135,0.4339622641509434,8,1
727,15,45,0.3114754098360656,12,1
728,30,78,0.2903225806451613,8,1
729,12,51,0.3170731707317073,12,1
730,52,152,0.09821428571428571,0,1
731,20,68,0.32673267326732675,8,1
732,27,100,0.25133689839572193,6,1
733,26,84,0.3147208121827411,6,1
734,16,82,0.40703517587939697,8,1
735,20,72,0.35365853658536583,5,1
736,16,68,0.358974358974359,8,1
737,24,74,0.3357142857142857,8,1
738,11,39,0.32727272727272727,7,1
739,18,65,0.3235294117647059,7,1
740,15,55,0.3815028901734104,8,1
741,12,43,0.3652173913043478,19,1
742,12,44,0.3157894736842105,12,1
743,28,90,0.3423913043478261,9,1
744,20,64,0.2967741935483871,6,1
